,Unnamed: 0,Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),person,method
20552,20552,206.0,1.94,6.44,-1.35,6.86,0,0
20553,20553,206.0,1.32,5.32,-1.72,5.75,0,0
20554,20554,206.0,-0.158,2.26,-3.71,4.34,0,0
20555,20555,206.0,-2.06,-2.48,-1.51,3.56,0,0
20556,20556,206.0,-2.89,-5.24,5.92,8.42,0,0
20557,20557,206.0,-6.05,-14.1,6.45,16.6,0,0
20558,20558,206.0,-11.3,-31.0,-3.63,33.2,0,0
20559,20559,206.0,-14.2,-44.4,-10.7,47.8,0,0
20560,20560,206.0,-10.2,-41.6,2.34,42.9,0,0
20561,20561,206.0,-1.42,-28.4,3.33,28.7,0,0
20562,20562,206.0,2.29,-16.4,-3.13,16.9,0,0
20563,20563,206.0,2.93,-11.3,-2.8,12.0,0,0
20564,20564,206.0,1.44,-8.49,-2.49,8.96,0,0
20565,20565,206.0,-1.44,-7.22,-0.477,7.37,0,0
20566,20566,206.0,-3.44,-6.9,2.08,7.99,0,0
20567,20567,206.0,-4.26,-6.34,3.48,8.39,0,0
20568,20568,206.0,-4.49,-5.61,3.89,8.17,0,0
20569,20569,206.0,-4.27,-5.09,3.52,7.52,0,0
20570,20570,206.0,-3.8,-4.43,2.77,6.46,0,0
20571,20571,206.0,-3.17,-3.18,1.95,4.89,0,0
20572,20572,206.0,-2.31,-1.06,0.918,2.7,0,0
20573,20573,206.0,-1.23,1.3,-0.482,1.85,0,0
20574,20574,206.0,0.0514,3.18,-1.62,3.57,0,0
20575,20575,206.0,1.23,4.63,-1.92,5.16,0,0
20576,20576,206.0,2.07,5.78,-1.34,6.29,0,0
20577,20577,206.0,2.72,6.21,-0.32,6.78,0,0
20578,20578,206.0,3.44,6.61,0.357,7.46,0,0
20579,20579,206.0,3.83,7.62,0.738,8.56,0,0
20580,20580,206.0,4.16,8.87,0.977,9.84,0,0
20581,20581,206.0,4.52,9.98,0.984,11.0,0,0
20582,20582,206.0,4.97,10.8,0.998,11.9,0,0
20583,20583,206.0,5.44,11.4,0.861,12.6,0,0
20584,20584,206.0,5.89,11.7,0.215,13.1,0,0
20585,20585,206.0,6.39,11.7,-0.783,13.4,0,0
20586,20586,206.0,7.1,11.6,-2.0,13.8,0,0
20587,20587,206.0,7.8,11.2,-3.19,14.0,0,0
20588,20588,206.0,7.75,10.4,-3.56,13.5,0,0
20589,20589,206.0,6.96,9.87,-3.14,12.5,0,0
20590,20590,206.0,5.86,9.34,-2.4,11.3,0,0
20591,20591,206.0,4.72,8.8,-1.71,10.1,0,0
20592,20592,206.0,3.65,8.2,-1.31,9.07,0,0
20593,20593,206.0,2.55,7.61,-1.08,8.1,0,0
20594,20594,206.0,1.37,7.28,-0.502,7.42,0,0
20595,20595,206.0,0.562,7.41,0.343,7.44,0,0
20596,20596,206.0,0.385,7.29,0.418,7.31,0,0
20597,20597,206.0,0.41,6.64,-0.0759,6.66,0,0
20598,20598,206.0,0.409,5.71,-0.762,5.78,0,0
20599,20599,206.0,0.0319,4.48,-1.01,4.6,0,0
20600,20600,206.0,-1.39,2.5,-2.47,3.78,0,0
20601,20601,206.0,-3.5,-1.08,-3.32,4.95,0,0
20602,20602,206.0,-5.17,-5.15,1.13,7.39,0,0
20603,20603,206.0,-7.76,-11.4,3.03,14.1,0,0
20604,20604,206.0,-11.6,-21.8,-0.622,24.7,0,0
20605,20605,206.0,-13.7,-31.7,-4.51,34.8,0,0
20606,20606,206.0,-10.1,-34.1,-1.43,35.6,0,0
20607,20607,206.0,-2.12,-26.5,-0.474,26.6,0,0
20608,20608,206.0,2.38,-16.5,-3.06,17.0,0,0
20609,20609,206.0,2.92,-11.3,-0.785,11.7,0,0
20610,20610,206.0,1.81,-8.31,-0.0491,8.51,0,0
20611,20611,207.0,-0.536,-8.08,0.238,8.1,0,0
20612,20612,207.0,-2.43,-8.58,1.07,8.98,0,0
20613,20613,207.0,-3.14,-8.66,2.16,9.46,0,0
20614,20614,207.0,-3.34,-8.38,3.22,9.58,0,0
20615,20615,207.0,-3.32,-7.91,3.57,9.29,0,0
20616,20616,207.0,-3.03,-7.05,2.84,8.18,0,0
20617,20617,207.0,-2.33,-5.59,1.7,6.29,0,0
20618,20618,207.0,-1.63,-3.95,0.666,4.32,0,0
20619,20619,207.0,-0.735,-2.04,-0.234,2.18,0,0
20620,20620,207.0,0.462,0.223,-0.756,0.913,0,0
20621,20621,207.0,1.73,2.25,-0.677,2.92,0,0
20622,20622,207.0,2.78,3.91,-0.508,4.83,0,0
20623,20623,207.0,3.52,5.27,-0.086,6.34,0,0
20624,20624,207.0,4.06,6.35,0.351,7.55,0,0
20625,20625,207.0,4.26,7.34,0.333,8.49,0,0
20626,20626,207.0,4.1,8.38,-0.0294,9.33,0,0
20627,20627,207.0,3.95,9.3,-0.239,10.1,0,0
20628,20628,207.0,4.0,9.93,-0.313,10.7,0,0
20629,20629,207.0,4.14,10.5,-0.535,11.3,0,0
20630,20630,207.0,4.21,11.0,-1.13,11.8,0,0
20631,20631,207.0,4.15,11.3,-1.98,12.2,0,0
20632,20632,207.0,3.99,11.5,-2.46,12.4,0,0
20633,20633,207.0,3.83,11.5,-2.41,12.4,0,0
20634,20634,207.0,3.61,11.0,-1.89,11.7,0,0
20635,20635,207.0,3.3,10.0,-1.02,10.6,0,0
20636,20636,207.0,2.81,8.9,0.0376,9.33,0,0
20637,20637,207.0,2.22,8.02,1.04,8.38,0,0
20638,20638,207.0,1.78,7.49,1.77,7.9,0,0
20639,20639,207.0,1.71,7.25,2.14,7.75,0,0
20640,20640,207.0,2.03,7.21,2.21,7.81,0,0
20641,20641,207.0,2.68,7.33,2.05,8.06,0,0
20642,20642,207.0,3.56,7.54,1.93,8.56,0,0
20643,20643,207.0,4.34,7.7,1.7,9.0,0,0
20644,20644,207.0,5.04,7.67,0.145,9.18,0,0
20645,20645,207.0,5.25,7.74,-3.78,10.1,0,0
20646,20646,207.0,4.3,8.27,-6.36,11.3,0,0
20647,20647,207.0,2.97,8.08,-6.95,11.1,0,0
20648,20648,207.0,1.41,6.61,-4.8,8.29,0,0
20649,20649,207.0,-0.594,2.07,-2.19,3.07,0,0
20650,20650,207.0,-0.655,-4.37,6.16,7.58,0,0
20651,20651,207.0,-3.27,-10.5,9.51,14.5,0,0
20652,20652,207.0,-10.8,-25.6,4.3,28.1,0,0
20653,20653,207.0,-15.5,-46.8,-14.5,51.4,0,0
20654,20654,207.0,-12.0,-50.6,-7.96,52.6,0,0
20655,20655,207.0,-1.87,-32.4,7.37,33.3,0,0
20656,20656,207.0,3.04,-16.5,-2.08,16.9,0,0
20657,20657,207.0,3.93,-9.35,-5.77,11.7,0,0
20658,20658,207.0,2.8,-6.46,-5.9,9.19,0,0
20659,20659,207.0,0.203,-5.92,-3.21,6.74,0,0
20660,20660,207.0,-2.15,-6.16,0.0565,6.52,0,0
20661,20661,207.0,-3.26,-6.66,2.18,7.73,0,0
20662,20662,207.0,-3.46,-7.24,3.63,8.81,0,0
20663,20663,207.0,-3.08,-6.86,4.36,8.69,0,0
20664,20664,207.0,-2.35,-5.74,3.95,7.35,0,0
20665,20665,207.0,-1.47,-4.47,3.15,5.66,0,0
20666,20666,207.0,-0.632,-2.77,2.15,3.56,0,0
20667,20667,207.0,-0.304,-0.506,1.05,1.2,0,0
20668,20668,207.0,0.0812,1.58,0.275,1.61,0,0
20669,20669,207.0,0.662,3.33,-0.349,3.41,0,0
20670,20670,207.0,1.14,4.82,-0.597,4.99,0,0
20671,20671,207.0,1.64,6.22,-0.0167,6.43,0,0
20672,20672,207.0,1.92,7.61,0.872,7.9,0,0
20673,20673,207.0,2.02,8.62,1.08,8.92,0,0
20674,20674,207.0,2.28,9.21,0.757,9.52,0,0
20675,20675,207.0,2.73,9.78,0.461,10.2,0,0
20676,20676,207.0,3.24,10.3,0.566,10.8,0,0
20677,20677,207.0,3.84,10.7,0.949,11.4,0,0
20678,20678,207.0,4.33,11.0,1.16,11.9,0,0
20679,20679,207.0,4.57,11.3,1.34,12.2,0,0
20680,20680,207.0,4.57,11.5,1.61,12.4,0,0
20681,20681,207.0,4.44,11.7,1.62,12.7,0,0
20682,20682,207.0,4.19,11.9,1.34,12.7,0,0
20683,20683,207.0,3.92,11.9,0.802,12.6,0,0
20684,20684,207.0,3.64,11.6,0.0289,12.2,0,0
20685,20685,207.0,3.58,11.1,-1.11,11.7,0,0
20686,20686,207.0,3.64,10.2,-2.41,11.1,0,0
20687,20687,207.0,3.29,9.09,-3.12,10.2,0,0
20688,20688,207.0,2.42,8.18,-2.97,9.04,0,0
20689,20689,207.0,1.48,7.71,-2.25,8.16,0,0
20690,20690,207.0,0.96,7.54,-1.85,7.83,0,0
20691,20691,207.0,0.949,7.27,-2.56,7.77,0,0
20692,20692,207.0,1.03,7.06,-2.66,7.62,0,0
20693,20693,207.0,1.18,7.0,-0.946,7.16,0,0
20694,20694,207.0,1.2,6.66,1.28,6.89,0,0
20695,20695,207.0,0.635,5.16,2.6,5.82,0,0
20696,20696,207.0,-0.53,2.13,4.07,4.62,0,0
20697,20697,207.0,-3.22,-4.45,6.26,8.33,0,0
20698,20698,207.0,-7.56,-15.3,7.54,18.7,0,0
20699,20699,207.0,-12.2,-30.4,3.72,33.0,0,0
20700,20700,207.0,-12.0,-50.3,-12.6,53.3,0,0
20701,20701,207.0,-5.58,-50.1,-8.45,51.1,0,0
20702,20702,207.0,1.2,-31.1,2.28,31.2,0,0
20703,20703,207.0,3.49,-15.7,-2.79,16.3,0,0
20704,20704,207.0,2.19,-8.96,-3.9,10.0,0,0
20705,20705,207.0,0.667,-6.81,-1.84,7.08,0,0
20706,20706,207.0,-1.09,-6.41,-0.272,6.51,0,0
20707,20707,207.0,-2.71,-6.63,1.67,7.35,0,0
20708,20708,207.0,-3.42,-6.43,2.83,7.81,0,0
20709,20709,207.0,-3.59,-5.81,2.86,7.4,0,0
20710,20710,207.0,-3.38,-4.9,2.69,6.53,0,0
20711,20711,208.0,-2.76,-3.96,2.77,5.56,0,0
20712,20712,208.0,-1.83,-2.82,2.92,4.45,0,0
20713,20713,208.0,-0.812,-1.14,2.87,3.2,0,0
20714,20714,208.0,-0.0879,1.01,2.67,2.85,0,0
20715,20715,208.0,0.501,2.95,1.89,3.54,0,0
20716,20716,208.0,1.39,4.41,0.377,4.64,0,0
20717,20717,208.0,2.17,6.05,-0.699,6.46,0,0
20718,20718,208.0,2.57,7.58,-0.949,8.06,0,0
20719,20719,208.0,2.72,8.68,-0.763,9.13,0,0
20720,20720,208.0,2.82,9.25,-0.571,9.69,0,0
20721,20721,208.0,3.02,9.65,-0.275,10.1,0,0
20722,20722,208.0,3.24,10.2,0.204,10.7,0,0
20723,20723,208.0,3.69,10.7,0.784,11.4,0,0
20724,20724,208.0,4.17,11.1,1.1,11.9,0,0
20725,20725,208.0,4.55,11.5,0.991,12.4,0,0
20726,20726,208.0,4.9,11.8,0.351,12.8,0,0
20727,20727,208.0,5.33,11.8,-0.598,13.0,0,0
20728,20728,208.0,5.9,11.7,-1.63,13.2,0,0
20729,20729,208.0,6.55,11.4,-2.52,13.4,0,0
20730,20730,208.0,7.0,10.8,-2.95,13.2,0,0
20731,20731,208.0,6.97,10.0,-2.67,12.5,0,0
20732,20732,208.0,6.42,9.2,-1.78,11.4,0,0
20733,20733,208.0,5.49,8.48,-0.824,10.1,0,0
20734,20734,208.0,4.48,7.86,-0.13,9.05,0,0
20735,20735,208.0,3.67,7.31,0.254,8.18,0,0
20736,20736,208.0,3.06,6.71,0.323,7.38,0,0
20737,20737,208.0,2.46,6.17,0.338,6.65,0,0
20738,20738,208.0,1.79,5.88,0.297,6.15,0,0
20739,20739,208.0,1.31,5.84,-0.29,5.99,0,0
20740,20740,208.0,0.761,5.54,-1.75,5.87,0,0
20741,20741,208.0,-0.00644,4.5,-2.75,5.27,0,0
20742,20742,208.0,-1.31,1.69,-3.64,4.22,0,0
20743,20743,208.0,-1.72,-1.5,0.0425,2.28,0,0
20744,20744,208.0,-2.6,-5.05,6.22,8.42,0,0
20745,20745,208.0,-6.86,-14.7,7.25,17.8,0,0
20746,20746,208.0,-13.1,-30.2,0.446,32.9,0,0
20747,20747,208.0,-14.7,-44.9,-10.3,48.3,0,0
20748,20748,208.0,-7.53,-43.5,-4.14,44.4,0,0
20749,20749,208.0,0.77,-27.3,-0.431,27.3,0,0
20750,20750,208.0,2.71,-14.1,-3.63,14.8,0,0
20751,20751,208.0,2.16,-7.91,-4.63,9.41,0,0
20752,20752,208.0,-0.239,-5.85,-3.26,6.71,0,0
20753,20753,208.0,-2.94,-6.45,-0.558,7.11,0,0
20754,20754,208.0,-4.05,-7.47,1.65,8.65,0,0
20755,20755,208.0,-4.15,-7.59,2.67,9.05,0,0
20756,20756,208.0,-3.89,-7.35,2.99,8.84,0,0
20757,20757,208.0,-3.27,-6.97,2.43,8.07,0,0
20758,20758,208.0,-2.06,-5.86,1.59,6.41,0,0
20759,20759,208.0,-0.542,-4.06,1.16,4.26,0,0
20760,20760,208.0,0.664,-2.34,0.971,2.62,0,0
20761,20761,208.0,1.44,-0.661,0.513,1.66,0,0
20762,20762,208.0,2.03,1.1,0.182,2.32,0,0
20763,20763,208.0,2.55,2.95,0.129,3.9,0,0
20764,20764,208.0,3.08,4.9,0.352,5.79,0,0
20765,20765,208.0,3.56,6.73,0.686,7.64,0,0
20766,20766,208.0,3.68,8.3,0.866,9.12,0,0
20767,20767,208.0,3.72,9.38,0.93,10.1,0,0
20768,20768,208.0,3.95,10.1,0.794,10.8,0,0
20769,20769,208.0,4.23,10.6,0.577,11.4,0,0
20770,20770,208.0,4.6,10.9,0.474,11.8,0,0
20771,20771,208.0,4.93,11.0,0.47,12.1,0,0
20772,20772,208.0,5.0,10.9,0.583,12.0,0,0
20773,20773,208.0,4.84,11.0,0.686,12.0,0,0
20774,20774,208.0,4.59,11.1,0.501,12.0,0,0
20775,20775,208.0,4.42,11.2,0.183,12.0,0,0
20776,20776,208.0,4.4,11.3,-0.854,12.2,0,0
20777,20777,208.0,4.56,11.2,-2.7,12.4,0,0
20778,20778,208.0,4.6,10.8,-3.82,12.4,0,0
20779,20779,208.0,4.04,10.0,-3.16,11.3,0,0
20780,20780,208.0,2.96,9.07,-1.53,9.67,0,0
20781,20781,208.0,1.83,8.5,0.095,8.69,0,0
20782,20782,208.0,1.15,8.21,1.19,8.37,0,0
20783,20783,208.0,0.999,7.96,1.64,8.18,0,0
20784,20784,208.0,1.16,7.92,1.52,8.14,0,0
20785,20785,208.0,1.63,8.23,1.14,8.46,0,0
20786,20786,208.0,2.2,8.49,0.633,8.79,0,0
20787,20787,208.0,2.22,8.17,-0.149,8.47,0,0
20788,20788,208.0,1.77,6.95,-1.05,7.25,0,0
20789,20789,208.0,0.528,4.04,-2.99,5.06,0,0
20790,20790,208.0,-1.69,-1.98,-3.49,4.35,0,0
20791,20791,208.0,-3.75,-8.11,4.86,10.2,0,0
20792,20792,208.0,-8.34,-19.5,7.11,22.4,0,0
20793,20793,208.0,-13.3,-35.8,-0.179,38.2,0,0
20794,20794,208.0,-11.7,-49.8,-8.51,51.8,0,0
20795,20795,208.0,-1.99,-46.1,-4.59,46.4,0,0
20796,20796,208.0,5.16,-27.2,-1.92,27.7,0,0
20797,20797,208.0,5.52,-14.8,-2.85,16.1,0,0
20798,20798,208.0,4.05,-8.9,-2.77,10.2,0,0
20799,20799,208.0,1.43,-5.99,-2.5,6.65,0,0
20800,20800,208.0,-1.11,-5.62,-0.298,5.74,0,0
20801,20801,208.0,-2.91,-6.04,2.32,7.1,0,0
20802,20802,208.0,-4.17,-6.03,4.1,8.4,0,0
20803,20803,208.0,-4.71,-5.72,5.07,8.98,0,0
20804,20804,208.0,-4.66,-5.13,4.27,8.14,0,0
20805,20805,208.0,-4.53,-4.53,2.95,7.05,0,0
20806,20806,208.0,-4.14,-3.37,1.52,5.55,0,0
20807,20807,208.0,-3.1,-1.6,-0.0214,3.48,0,0
20808,20808,208.0,-1.63,0.0413,-0.605,1.74,0,0
20809,20809,208.0,-0.494,1.74,-0.46,1.87,0,0
20810,20810,209.0,0.404,3.85,0.0145,3.87,0,0
20811,20811,209.0,0.993,5.83,0.291,5.92,0,0
20812,20812,209.0,1.47,7.26,0.616,7.44,0,0
20813,20813,209.0,2.26,8.03,1.01,8.41,0,0
20814,20814,209.0,2.92,9.19,1.27,9.72,0,0
20815,20815,209.0,3.27,10.6,1.53,11.2,0,0
20816,20816,209.0,3.58,11.7,1.67,12.3,0,0
20817,20817,209.0,3.85,12.1,1.62,12.8,0,0
20818,20818,209.0,4.05,12.3,1.2,13.0,0,0
20819,20819,209.0,4.16,12.5,0.802,13.2,0,0
20820,20820,209.0,4.22,12.6,0.357,13.3,0,0
20821,20821,209.0,4.22,12.8,-0.0107,13.4,0,0
20822,20822,209.0,4.36,13.0,-0.674,13.7,0,0
20823,20823,209.0,4.91,13.1,-2.8,14.3,0,0
20824,20824,209.0,5.35,12.7,-4.1,14.4,0,0
20825,20825,209.0,5.11,11.8,-3.4,13.3,0,0
20826,20826,209.0,4.13,10.7,-2.18,11.7,0,0
20827,20827,209.0,2.95,9.9,-1.02,10.4,0,0
20828,20828,209.0,2.14,9.25,-0.167,9.49,0,0
20829,20829,209.0,1.77,8.75,0.413,8.94,0,0
20830,20830,209.0,1.77,8.39,0.686,8.6,0,0
20831,20831,209.0,1.82,8.02,0.76,8.26,0,0
20832,20832,209.0,1.86,7.89,0.876,8.15,0,0
20833,20833,209.0,1.9,7.74,0.801,8.01,0,0
20834,20834,209.0,1.74,7.06,0.174,7.27,0,0
20835,20835,209.0,1.22,5.54,-0.561,5.7,0,0
20836,20836,209.0,-0.0752,2.31,-2.31,3.27,0,0
20837,20837,209.0,-2.19,-3.35,-2.48,4.71,0,0
20838,20838,209.0,-4.73,-9.24,5.57,11.8,0,0
20839,20839,209.0,-9.07,-20.6,8.91,24.2,0,0
20840,20840,209.0,-13.4,-35.1,4.44,37.8,0,0
20841,20841,209.0,-11.6,-47.4,-8.11,49.4,0,0
20842,20842,209.0,-3.02,-44.7,-12.7,46.6,0,0
20843,20843,209.0,2.86,-28.0,-3.29,28.3,0,0
20844,20844,209.0,2.89,-14.8,-0.98,15.1,0,0
20845,20845,209.0,0.458,-8.36,-1.52,8.51,0,0
20846,20846,209.0,-2.07,-4.8,-1.32,5.39,0,0
20847,20847,209.0,-3.5,-3.86,-0.186,5.21,0,0
20848,20848,209.0,-4.3,-3.92,1.6,6.04,0,0
20849,20849,209.0,-4.93,-4.36,2.67,7.1,0,0
20850,20850,209.0,-5.09,-4.89,2.62,7.53,0,0
20851,20851,209.0,-4.69,-4.86,2.02,7.05,0,0
20852,20852,209.0,-3.99,-4.33,0.911,5.96,0,0
20853,20853,209.0,-2.96,-3.33,-0.0742,4.46,0,0
20854,20854,209.0,-1.6,-1.94,-0.593,2.58,0,0
20855,20855,209.0,-0.0976,-0.589,-0.61,0.854,0,0
20856,20856,209.0,1.28,0.743,-0.0701,1.48,0,0
20857,20857,209.0,2.53,2.43,0.74,3.59,0,0
20858,20858,209.0,3.54,4.31,1.58,5.79,0,0
20859,20859,209.0,3.9,6.0,2.27,7.51,0,0
20860,20860,209.0,4.03,7.26,2.58,8.7,0,0
20861,20861,209.0,4.56,8.05,2.53,9.59,0,0
20862,20862,209.0,5.21,8.75,2.15,10.4,0,0
20863,20863,209.0,5.68,9.65,1.88,11.4,0,0
20864,20864,209.0,6.04,10.5,1.87,12.3,0,0
20865,20865,209.0,6.25,11.0,1.63,12.8,0,0
20866,20866,209.0,6.34,11.4,1.37,13.1,0,0
20867,20867,209.0,6.38,11.8,0.911,13.5,0,0
20868,20868,209.0,6.4,12.0,0.0306,13.6,0,0
20869,20869,209.0,6.52,12.2,-1.1,13.9,0,0
20870,20870,209.0,6.74,12.1,-2.29,14.0,0,0
20871,20871,209.0,6.71,11.6,-2.91,13.7,0,0
20872,20872,209.0,6.23,10.9,-2.61,12.8,0,0
20873,20873,209.0,5.31,10.1,-2.03,11.6,0,0
20874,20874,209.0,4.26,9.47,-1.61,10.5,0,0
20875,20875,209.0,3.26,8.87,-1.43,9.56,0,0
20876,20876,209.0,2.31,8.32,-1.67,8.79,0,0
